threshold,fpr,tpr
0.00244797,0.216761,0.532688
0.00244407,0.217391,0.532688
0.0024413,0.218021,0.532688
0.00243192,0.218652,0.532688
0.00242944,0.218652,0.535109
0.00242381,0.219282,0.535109
0.00241833,0.219282,0.53753
0.00241278,0.219912,0.53753
0.00241214,0.220542,0.53753
0.00241153,0.221172,0.53753
0.00240668,0.221802,0.53753
0.00240636,0.222432,0.53753
0.00240423,0.223062,0.53753
0.00240212,0.223693,0.53753
0.00239718,0.224323,0.53753
0.00239713,0.224953,0.53753
0.0023954,0.225583,0.53753
0.00239151,0.226213,0.53753
0.00239142,0.226213,0.539952
0.00239047,0.226843,0.539952
0.00238111,0.227473,0.539952
0.00237599,0.227473,0.542373
0.00237158,0.228103,0.542373
0.00237119,0.228733,0.542373
0.00237043,0.229364,0.542373
0.00236754,0.229994,0.542373
0.00236344,0.230624,0.542373
0.00235826,0.230624,0.544794
0.00234807,0.230624,0.547215
0.002348,0.231254,0.547215
0.00234536,0.231884,0.547215
0.0023395,0.232514,0.547215
0.00233876,0.233144,0.547215
0.00233809,0.233774,0.547215
0.00233707,0.233774,0.549637
0.00233646,0.234405,0.549637
0.00233537,0.235035,0.549637
0.00232961,0.235665,0.549637
0.00232848,0.236295,0.549637
0.00232637,0.236925,0.549637
0.00232473,0.237555,0.549637
0.00232044,0.238185,0.549637
0.00231905,0.238815,0.549637
0.00231833,0.238815,0.552058
0.00231572,0.239445,0.552058
0.00231559,0.240076,0.552058
0.00231365,0.240706,0.552058
0.00230994,0.241336,0.552058
0.00230444,0.241966,0.552058
0.00230048,0.242596,0.552058
0.00229965,0.243226,0.552058
0.00229727,0.243856,0.552058
0.0022966,0.244486,0.552058
0.00229343,0.245117,0.552058
0.00229293,0.245747,0.552058
0.00229239,0.246377,0.552058
0.00229098,0.246377,0.554479
0.00229076,0.247007,0.554479
0.00228869,0.247637,0.554479
0.00228823,0.248267,0.554479
0.00228651,0.248897,0.554479
0.00227899,0.248897,0.556901
0.00227812,0.248897,0.559322
0.00227401,0.248897,0.561743
0.00227225,0.249527,0.561743
0.00227044,0.250158,0.561743
0.00226988,0.250788,0.561743
0.00226856,0.251418,0.561743
0.00226804,0.251418,0.564165
0.00225952,0.252048,0.564165
0.00225443,0.252678,0.564165
0.00225362,0.253308,0.564165
0.00225174,0.253938,0.564165
0.00224812,0.254568,0.564165
0.00224764,0.254568,0.566586
0.00224336,0.255198,0.566586
0.0022408,0.255829,0.566586
0.00223945,0.256459,0.566586
0.00223685,0.257089,0.566586
0.00223576,0.257719,0.566586
0.00223422,0.258349,0.566586
0.00223273,0.258979,0.566586
0.00222551,0.259609,0.566586
0.00222478,0.260239,0.566586
0.00222475,0.26087,0.566586
0.00222042,0.2615,0.566586
0.00221668,0.26213,0.566586
0.00221578,0.26276,0.566586
0.00221389,0.26276,0.569007
0.00221206,0.26339,0.569007
0.00221136,0.26402,0.569007
0.00220508,0.26465,0.569007
0.00219998,0.26528,0.569007
0.00219843,0.265911,0.569007
0.002198,0.266541,0.569007
0.0021929,0.267171,0.569007
0.00219196,0.267801,0.569007
0.00219099,0.268431,0.569007
0.00218706,0.269061,0.569007
0.00218681,0.269691,0.569007
0.00218645,0.270321,0.569007
0.0021837,0.270951,0.569007
0.00217942,0.271582,0.569007
0.00217933,0.272212,0.569007
0.00217924,0.272212,0.571429
0.00217501,0.272842,0.571429
0.00217108,0.273472,0.571429
0.00216188,0.274102,0.571429
0.00214818,0.274732,0.571429
0.00214743,0.275362,0.571429
0.00214456,0.275992,0.571429
0.00214438,0.276623,0.571429
0.00214419,0.277253,0.571429
0.00214061,0.277883,0.571429
0.00213955,0.278513,0.571429
0.00213048,0.279143,0.571429
0.00212881,0.279773,0.571429
